Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Ri¢hie Ri¢h,38087756.0,38087756.0,,40000000.0,Dec 21 1994,PG,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Donald Petrie,25.0,4.7,12687.0
Radio Days,14792779.0,14792779.0,,16000000.0,Jan 30 1987,,,Orion Pictures,Original Screenplay,Comedy,Historical Fiction,Woody Allen,95.0,7.5,10839.0
Radio Flyer,4651977.0,4651977.0,,35000000.0,Feb 21 1992,,,Sony Pictures,Original Screenplay,Drama,Historical Fiction,Richard Donner,43.0,6.5,6210.0
Reservoir Dogs,2832029.0,2832029.0,18806836.0,1200000.0,Oct 23 1992,R,,Miramax,,,,Quentin Tarantino,96.0,8.4,212985.0
Raiders of the Lost Ark,245034358.0,386800358.0,19608618.0,20000000.0,Jun 12 1981,PG,,Paramount Pictures,Original Screenplay,Adventure,Historical Fiction,Steven Spielberg,,8.7,242661.0
Red River,9012000.0,9012000.0,,3000000.0,Dec 31 1947,,,,,,,Howard Hawks,100.0,7.8,10629.0
Reds,50000000.0,50000000.0,,33500000.0,Dec 04 1981,,,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Warren Beatty,94.0,7.4,8455.0
Le Violon rouge,10019109.0,10019109.0,,10000000.0,Jun 11 1999,R,,Lionsgate,Original Screenplay,Drama,Historical Fiction,,,7.7,14545.0
Red Sonja,6905861.0,6905861.0,,17900000.0,Jun 28 1985,,,MGM,Based on Book/Short Story,Action,Fantasy,Richard Fleischer,20.0,4.4,11896.0
Star Wars Ep. VI: Return of the Jedi,309205079.0,572700000.0,12356425.0,32500000.0,May 25 1983,PG,,20th Century Fox,Original Screenplay,Adventure,Science Fiction,Richard Marquand,,,
The Return,501752.0,2658490.0,,15000000.0,Feb 06 2004,PG-13,,Kino International,,Drama,,,,2.3,236.0
The Rise and Fall of Miss Thang,401.0,401.0,,10000.0,Aug 14 2008,Not Rated,87.0,Lavender House Films,Original Screenplay,Drama,Contemporary Fiction,,,,
Roger & Me,6706368.0,6706368.0,,140000.0,Dec 20 1989,,,Warner Bros.,Based on Real Life Events,Documentary,Factual,Michael Moore,100.0,7.5,14883.0
The Right Stuff,21500000.0,21500000.0,,27000000.0,Oct 21 1983,,,Warner Bros.,Based on Book/Short Story,Action,Dramatization,Philip Kaufman,97.0,7.9,24275.0
The Rocky Horror Picture Show,139876417.0,139876417.0,,1200000.0,Sep 26 1975,,,20th Century Fox,,Musical,,,77.0,7.1,41265.0
Road House,30050028.0,30050028.0,,10000000.0,May 19 1989,,,United Artists,Original Screenplay,Action,Contemporary Fiction,,44.0,5.8,14085.0
Romeo Is Bleeding,3275585.0,3275585.0,,10000000.0,Feb 04 1994,R,,Gramercy,Original Screenplay,Drama,Contemporary Fiction,,24.0,6.3,6537.0
Rockaway,0.0,0.0,,2000000.0,Jul 07 2007,R,,Off-Hollywood Distribution,Original Screenplay,Drama,Contemporary Fiction,,,4.2,232.0
Rocky,117235147.0,225000000.0,,1000000.0,Nov 21 1976,,,MGM,,,,John G. Avildsen,,4.0,84.0
Return of the Living Dead Part II,9205924.0,9205924.0,,6200000.0,Jan 15 1988,,,Lorimar Motion Pictures,,Horror,Fantasy,,,5.1,4661.0
The R.M.,1111615.0,1111615.0,,500000.0,Jan 31 2003,PG,,Halestone,Original Screenplay,Comedy,Contemporary Fiction,,64.0,5.5,449.0
Renaissance Man,24172899.0,24172899.0,,40000000.0,Jun 03 1994,PG-13,,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Penny Marshall,,5.9,7650.0
Rambo: First Blood Part II,150415432.0,300400000.0,,44000000.0,May 22 1985,R,,Sony/TriStar,Based on Book/Short Story,Action,Contemporary Fiction,George P. Cosmatos,30.0,5.8,38548.0
Rambo III,53715611.0,188715611.0,,58000000.0,May 25 1988,,,Sony/TriStar,Based on Book/Short Story,Action,Contemporary Fiction,,36.0,4.9,31551.0
Romeo+Juliet,46338728.0,147542381.0,,14500000.0,Nov 01 1996,PG-13,120.0,20th Century Fox,Based on Play,Drama,Contemporary Fiction,Baz Luhrmann,,6.5,78.0
Ramanujan,0.0,0.0,,20000000.0,Dec 31 2007,,,,,,,Stephen Fry,,,
Rain Man,172825435.0,412800000.0,,25000000.0,Dec 16 1988,,,MGM,Original Screenplay,Comedy,Contemporary Fiction,Barry Levinson,87.0,8.0,106163.0
Rapa Nui,305070.0,305070.0,,20000000.0,Sep 11 1994,,,,,,,Kevin Reynolds,,6.1,2081.0
Roar,2000000.0,2000000.0,,17000000.0,Dec 31 1980,,,,,,,,,5.9,228.0
The Robe,36000000.0,36000000.0,,5000000.0,Sep 16 1953,,,,,,,,38.0,6.7,2913.0
The Rock,134069511.0,336069511.0,,75000000.0,Jun 07 1996,R,136.0,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Michael Bay,66.0,7.2,108324.0
The Remains of the Day,22954968.0,63954968.0,,15000000.0,Nov 05 1993,,,Sony/Columbia,Based on Book/Short Story,Drama,Historical Fiction,James Ivory,97.0,7.9,21736.0
Airplane!,83453539.0,83453539.0,,3500000.0,Jul 04 1980,,,,Original Screenplay,Comedy,,Jerry Zucker,98.0,7.8,57000.0
Repo Man,2300000.0,2300000.0,,1500000.0,Mar 02 1984,,,Universal,Original Screenplay,Comedy,Science Fiction,,97.0,6.7,12438.0
Rocket Singh: Salesman of the Year,164649.0,5348767.0,,1070000.0,Dec 11 2009,,,Yash Raj Films,,,,,,7.5,1436.0
Raise the Titanic,7000000.0,7000000.0,,40000000.0,Aug 01 1980,PG,,,,,,,60.0,3.9,1757.0
Restoration,4100000.0,4100000.0,,18000000.0,Dec 29 1995,R,,Miramax,Based on Book/Short Story,Drama,Historical Fiction,,,6.5,4024.0
The Return of the Living Dead,14237880.0,14237880.0,,4000000.0,Aug 16 1985,,,Orion Pictures,,Horror,Science Fiction,,88.0,7.1,13621.0
Rejsen til Saturn,0.0,2783634.0,,2700000.0,Sep 26 2008,,,,Original Screenplay,Comedy,Science Fiction,,,5.9,849.0
Return to the Land of Wonders,1338.0,1338.0,,5000.0,Jul 13 2005,Not Rated,,Arab Film Distribution,,Documentary,Factual,,,8.5,35.0
Return to Oz,10618813.0,10618813.0,,27000000.0,Jun 21 1985,,,Walt Disney Pictures,Based on Book/Short Story,Adventure,Fantasy,,55.0,6.7,7491.0
The Running Man,38122000.0,38122000.0,,30000000.0,Nov 13 1987,,,Sony/TriStar,Based on Book/Short Story,Action,Science Fiction,Paul Michael Glaser,63.0,6.4,36308.0
Run Lola Run,7267324.0,14533173.0,,1750000.0,Jun 18 1999,R,,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Tom Tykwer,,6.0,91.0
Revolution#9,9118.0,9118.0,,350000.0,Nov 15 2002,,,,,Thriller/Suspense,,,,7.3,252.0
The River Wild,46815000.0,94215000.0,,45000000.0,Sep 30 1994,PG-13,,Universal,Original Screenplay,Action,Contemporary Fiction,Curtis Hanson,56.0,6.2,14285.0
Se7en,100125643.0,328125643.0,,30000000.0,Sep 22 1995,R,,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David Fincher,,8.7,278918.0
Safe Men,21210.0,21210.0,,1000000.0,Aug 07 1998,R,,October Films,,,,,58.0,5.9,1743.0
Secrets & Lies,13417292.0,13417292.0,,4500000.0,Sep 28 1996,R,,October Films,Original Screenplay,Drama,Contemporary Fiction,Mike Leigh,94.0,7.9,14364.0
Sgt. Bilko,30356589.0,37956589.0,,39000000.0,Mar 29 1996,PG,93.0,Universal,Based on TV,Comedy,Contemporary Fiction,,33.0,5.2,9693.0
Sabrina,53458319.0,87100000.0,,58000000.0,Dec 15 1995,PG,,Paramount Pictures,Remake,Romantic Comedy,Contemporary Fiction,Sydney Pollack,61.0,6.0,15749.0
Subway,390659.0,1663296.0,,2000000.0,Nov 06 1985,,,Island/Alive,Original Screenplay,Drama,Contemporary Fiction,Luc Besson,86.0,6.2,5904.0
School Daze,14545844.0,14545844.0,,6000000.0,Feb 12 1988,,,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Spike Lee,58.0,5.3,2667.0
Scarface,44942821.0,44942821.0,15386092.0,25000000.0,Dec 09 1983,Not Rated,,Universal,Remake,Drama,Historical Fiction,Brian De Palma,88.0,8.2,152262.0
Schindler's List,96067179.0,321200000.0,,25000000.0,Dec 15 1993,R,,Universal,Based on Real Life Events,Drama,Dramatization,Steven Spielberg,97.0,8.9,276283.0
A Streetcar Named Desire,8000000.0,8000000.0,,1800000.0,Sep 18 1951,,,Warner Bros.,Based on Play,,,Elia Kazan,,8.1,33781.0
Shadow Conspiracy,2154540.0,2154540.0,,45000000.0,Jan 31 1997,R,,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,George P. Cosmatos,,4.7,2427.0
Short Cut to Nirvana: Kumbh Mela,381225.0,439651.0,,200000.0,Oct 22 2004,Not Rated,,Mela Films,Based on Real Life Events,Documentary,Factual,,75.0,6.9,105.0
Spartacus,30000000.0,60000000.0,,12000000.0,Oct 07 1960,,,Universal,Based on Book/Short Story,Action,Dramatization,Stanley Kubrick,96.0,8.0,50856.0
Sunday,410919.0,450349.0,,450000.0,Aug 22 1997,,,,,Drama,,,79.0,6.9,436.0
She Done Him Wrong,2000000.0,2000000.0,,200000.0,Feb 09 2033,,,,,,,,100.0,6.7,1795.0
"Secret, The",0.0,0.0,65505095.0,3500000.0,Nov 07 2006,Not Rated,,,,Documentary,,,,,
Sea Rex 3D: Journey to a Prehistoric World,0.0,0.0,,5000000.0,Dec 31 1969,,,3D Entertainment,,,,,,,
State Fair,3500000.0,3500000.0,,4500000.0,Mar 09 1962,,,,,,,,14.0,5.7,436.0
Sticky Fingers of Time,18195.0,20628.0,,250000.0,Jan 08 1999,,,Strand,,Thriller/Suspense,,,,,
Stargate - The Ark of Truth,0.0,0.0,8962832.0,7000000.0,Mar 11 2008,,,,Based on TV,Action,Science Fiction,,,,
She's Gotta Have It,7137502.0,7137502.0,,175000.0,Aug 08 1986,,,Island,Original Screenplay,Comedy,Contemporary Fiction,Spike Lee,93.0,6.2,2594.0
Stargate,71565669.0,196565669.0,,55000000.0,Oct 28 1994,PG-13,,MGM,Original Screenplay,Action,Science Fiction,Roland Emmerich,46.0,6.7,47174.0
The Shadow,31835600.0,31835600.0,,40000000.0,Jul 01 1994,PG-13,,Universal,Based on Comic/Graphic Novel,Action,Super Hero,Russell Mulcahy,34.0,5.6,9530.0
Show Boat,11000000.0,11000000.0,,2300000.0,Sep 24 1951,,,,,,,,89.0,6.9,1788.0
Shadowlands,25842377.0,25842377.0,,22000000.0,Dec 29 1993,R,,Savoy,Based on Play,Drama,Dramatization,Sir Richard Attenborough,96.0,7.4,7689.0
Shanghai Surprise,2315000.0,2315000.0,,17000000.0,Aug 29 1986,,,MGM,,,,,14.0,2.6,2591.0
Shalako,2620000.0,2620000.0,,1455000.0,Dec 31 1967,,,,,,,,,5.3,1090.0
Sheena,5778353.0,5778353.0,,25000000.0,Aug 17 1984,,,Sony/Columbia,Based on Comic/Graphic Novel,Adventure,Contemporary Fiction,John Guillermin,38.0,4.3,1598.0
Shine,35811509.0,35811509.0,,5500000.0,Nov 22 1996,PG-13,105.0,Fine Line,Based on Real Life Events,Drama,Dramatization,Scott Hicks,90.0,7.6,22439.0
The Shining,44017374.0,44017374.0,,19000000.0,May 23 1980,,,Warner Bros.,Based on Book/Short Story,Horror,Fantasy,Stanley Kubrick,87.0,8.5,177762.0
Haakon Haakonsen,15024232.0,15024232.0,,8500000.0,Mar 01 1991,,,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,,,6.4,1125.0
Ishtar,14375181.0,14375181.0,,40000000.0,May 15 1987,,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,19.0,3.7,6094.0
Showgirls,20254932.0,20254932.0,,40000000.0,Sep 22 1995,NC-17,,MGM,Original Screenplay,Drama,Contemporary Fiction,Paul Verhoeven,12.0,4.1,27004.0
The Shawshank Redemption,28241469.0,28241469.0,,25000000.0,Sep 23 1994,R,,Sony Pictures,Based on Book/Short Story,Drama,Historical Fiction,Frank Darabont,88.0,9.2,519541.0
Silver Bullet,10803211.0,10803211.0,,7000000.0,Oct 11 1985,,,Paramount Pictures,Based on Book/Short Story,Horror,Fantasy,,50.0,5.9,6387.0
Side Effects,44701.0,44701.0,,200000.0,Sep 09 2005,R,,Sky Island,Original Screenplay,Romantic Comedy,,,11.0,,
Set It Off,36049108.0,36049108.0,,9000000.0,Nov 06 1996,R,120.0,New Line,Original Screenplay,Drama,Contemporary Fiction,F. Gary Gray,61.0,6.3,4570.0
The Silence of the Lambs,130726716.0,275726716.0,,20000000.0,Feb 14 1991,,,Orion Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Jonathan Demme,96.0,8.7,244856.0
Silver Medalist,0.0,0.0,,2600000.0,Feb 29 2008,,,,Original Screenplay,Black Comedy,Contemporary Fiction,,,,
Silent Trigger,76382.0,76382.0,,15000000.0,Jun 26 1996,,,,,,,Russell Mulcahy,,5.2,1364.0
Thinner,15171475.0,15171475.0,,14000000.0,Oct 25 1996,R,93.0,Paramount Pictures,Based on Book/Short Story,Horror,Fantasy,,18.0,5.3,7888.0
Sling Blade,24475416.0,34175000.0,,4833610.0,Nov 20 1996,R,133.0,Miramax,Based on Short Film,Drama,Contemporary Fiction,,96.0,8.0,41785.0
Slacker,1227508.0,1227508.0,,23000.0,Aug 01 1991,,,,,,,Richard Linklater,83.0,6.9,5907.0
Some Like it Hot,25000000.0,25000000.0,,2883848.0,Mar 29 1959,,,,,,,Billy Wilder,97.0,8.3,67157.0
The Scarlet Letter,10359006.0,10359006.0,,50000000.0,Oct 13 1995,R,,Walt Disney Pictures,Based on Book/Short Story,Drama,Historical Fiction,Roland Joffe,15.0,4.6,6155.0
Silmido,298347.0,30298347.0,,8500000.0,Apr 23 2004,Not Rated,,Cinema Service,,Action,,,,7.1,1724.0
Sleeper,18344729.0,18344729.0,,2000000.0,Dec 17 1973,,,MGM,Original Screenplay,Comedy,,Woody Allen,100.0,7.3,15466.0
Sleepers,53300852.0,165600852.0,,44000000.0,Oct 18 1996,R,105.0,Warner Bros.,Based on Book/Short Story,Drama,Dramatization,Barry Levinson,73.0,7.3,51874.0
The Slaughter Rule,13134.0,13134.0,,500000.0,Jan 10 2003,R,,,,,,,,6.0,1136.0
Solomon and Sheba,11000000.0,11000000.0,,5000000.0,Jan 01 1959,,,,,,,King Vidor,,6.0,915.0
Sur Le Seuil,2013052.0,2013052.0,,2500000.0,Oct 03 2003,Not Rated,,Alliance,Based on Book/Short Story,Drama,Contemporary Fiction,,,6.7,585.0
The Usual Suspects,23341568.0,23341568.0,,6000000.0,Aug 16 1995,R,,Gramercy,Original Screenplay,Drama,Contemporary Fiction,Bryan Singer,87.0,8.7,266890.0
Silverado,33200000.0,33200000.0,,26000000.0,Jul 10 1985,,,Sony/Columbia,Original Screenplay,Western,Historical Fiction,Lawrence Kasdan,76.0,7.0,14243.0
Salvador,1500000.0,1500000.0,,4500000.0,Apr 23 1986,,,Hemdale,Original Screenplay,Drama,,,91.0,7.5,7797.0
"Sex, Lies, and Videotape",24741667.0,36741667.0,,1200000.0,Aug 04 1989,,,Miramax,,,,Steven Soderbergh,97.0,,
Show Me,0.0,0.0,,400000.0,Nov 04 2005,R,,Wolfe Releasing,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,5.9,288.0
Simon,4055.0,4055.0,,1300000.0,Apr 07 2006,,,Strand,Original Screenplay,Comedy,Contemporary Fiction,,,8.0,4873.0
Super Mario Bros.,20844907.0,20844907.0,,42000000.0,May 28 1993,,,Walt Disney Pictures,Based on Game,Action,Fantasy,,,3.8,17281.0
Somewhere in Time,9709597.0,9709597.0,,5100000.0,Oct 03 1980,,,Universal,Based on Book/Short Story,Drama,Fantasy,,63.0,7.0,8787.0
Smoke Signals,6719300.0,7756617.0,,2000000.0,Jun 26 1998,PG-13,,Miramax,Based on Book/Short Story,Comedy,Contemporary Fiction,,86.0,6.9,5058.0
Serial Mom,7881335.0,7881335.0,,13000000.0,Apr 13 1994,R,,Savoy,Original Screenplay,Comedy,Contemporary Fiction,John Waters,61.0,6.4,10999.0
Sommersturm,95204.0,95204.0,,3000000.0,Mar 17 2006,R,,Regent Releasing,Original Screenplay,Drama,Contemporary Fiction,,,7.6,5251.0
Silent Movie,36145695.0,36145695.0,,4400000.0,Jun 25 1976,,,20th Century Fox,Original Screenplay,Comedy,,Mel Brooks,89.0,6.4,6248.0
The Santa Clause,144833357.0,189800000.0,,22000000.0,Nov 11 1994,PG,,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,John Pasquin,79.0,6.1,17773.0
The Singles Ward,1250798.0,1250798.0,,500000.0,Feb 01 2002,PG,,Halestorm Entertainment,Original Screenplay,Comedy,Contemporary Fiction,,50.0,5.7,736.0
Sense and Sensibility,42993774.0,134993774.0,,16500000.0,Dec 11 1995,PG,,Sony Pictures,Based on Book/Short Story,Drama,Historical Fiction,Ang Lee,98.0,7.7,31279.0
Singin' in the Rain,3600000.0,3600000.0,,2540000.0,Apr 10 1952,,,MGM,,,,Stanley Donen,100.0,8.4,55352.0
Solitude,6260.0,6260.0,,200000.0,Jan 07 2005,Not Rated,,Indican Pictures,Original Screenplay,Drama,,,,4.8,82.0
The Sound of Music,163214286.0,286214286.0,,8200000.0,Apr 01 1965,,,20th Century Fox,Based on Book/Short Story,Musical,Historical Fiction,Robert Wise,81.0,6.3,45.0
She's the One,9482579.0,13795053.0,,3500000.0,Aug 23 1996,R,,Fox Searchlight,Original Screenplay,Romantic Comedy,Contemporary Fiction,Edward Burns,60.0,6.0,8159.0
Straight out of Brooklyn,2712293.0,2712293.0,,450000.0,Dec 31 1990,,,,,,,,100.0,5.6,263.0
Spaceballs,38119483.0,38119483.0,,22700000.0,Jun 24 1987,,,MGM,Original Screenplay,Comedy,Science Fiction,Mel Brooks,65.0,6.9,52434.0
Speed,121248145.0,283200000.0,,30000000.0,Jun 10 1994,R,,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Jan De Bont,90.0,2.6,4175.0
Species,60054449.0,113354449.0,,35000000.0,Jul 07 1995,R,,MGM,Original Screenplay,Action,Science Fiction,Roger Donaldson,39.0,5.6,21917.0
Sphinx,2000000.0,11400000.0,,10000000.0,Feb 11 1981,,,Orion Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Franklin J. Schaffner,,4.9,478.0
Spaced Invaders,15000000.0,15000000.0,,3000000.0,Apr 27 1990,,,Walt Disney Pictures,Original Screenplay,Comedy,Science Fiction,Patrick Read Johnson,9.0,4.8,1464.0
Spellbound,7000000.0,7000000.0,,1500000.0,Dec 31 1944,G,,ThinkFilm,,,,Alfred Hitchcock,87.0,7.7,14665.0
Splash,62599495.0,62599495.0,,8000000.0,Mar 09 1984,,,Walt Disney Pictures,Original Screenplay,Comedy,Fantasy,Ron Howard,91.0,6.2,21732.0
Superman IV: The Quest for Peace,11227824.0,11227824.0,,17000000.0,Jul 24 1987,,,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,Sidney J. Furie,,3.4,15164.0
Superman II,108185706.0,108185706.0,,50000000.0,Jun 19 1981,,,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,Richard Donner,,6.7,29512.0
Superman III,59950623.0,59950623.0,,39000000.0,Jun 17 1983,,,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,,23.0,4.7,18070.0
Sparkler,5494.0,5494.0,,1000000.0,Mar 19 1999,R,,Strand,,,,,17.0,5.5,320.0
Superman,134218018.0,300200000.0,,55000000.0,Dec 15 1978,PG,,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,Richard Donner,94.0,4.9,129.0
The Specialist,57362581.0,57362581.0,,45000000.0,Oct 07 1994,R,,Warner Bros.,Based on Book/Short Story,Action,Contemporary Fiction,,4.0,4.9,18749.0
The Sorcerer,12000000.0,12000000.0,,21600000.0,Jun 24 1977,,,,,,,William Friedkin,,6.8,563.0
Sisters in Law,33312.0,33312.0,,300000.0,Apr 12 2006,Not Rated,,Women Make Movies,Based on Real Life Events,Documentary,Factual,,,6.7,203.0
Smilla's Sense of Snow,2221994.0,2221994.0,,35000000.0,Feb 28 1997,R,,Fox Searchlight,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Bille August,53.0,6.1,7280.0
Assassins,30306268.0,83306268.0,,50000000.0,Oct 06 1995,R,,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Richard Donner,9.0,5.9,23370.0
Star Trek: The Motion Picture,82258456.0,139000000.0,,35000000.0,Dec 07 1979,PG,,Paramount Pictures,Based on TV,Adventure,Science Fiction,Robert Wise,48.0,6.2,25454.0
Star Trek III: The Search for Spock,76471046.0,87000000.0,,18000000.0,Jun 01 1984,,,Paramount Pictures,Based on TV,Adventure,Science Fiction,Leonard Nimoy,,6.5,22261.0
Star Trek IV: The Voyage Home,109713132.0,133000000.0,,24000000.0,Nov 26 1986,,,Paramount Pictures,Based on TV,Adventure,Science Fiction,Leonard Nimoy,,7.3,26207.0
Stand by Me,52287414.0,52287414.0,,8000000.0,Aug 08 1986,,,Sony/Columbia,Based on Book/Short Story,Drama,Historical Fiction,Rob Reiner,94.0,8.2,90143.0
Stone Cold,9286314.0,9286314.0,,25000000.0,May 17 1991,R,,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,,29.0,4.6,52.0
The Stewardesses,13500000.0,25000000.0,,200000.0,Jul 25 1969,,,,,,,,,4.3,86.0
Street Fighter,33423000.0,99423000.0,,35000000.0,Dec 23 1994,PG-13,,Universal,Based on Game,Action,Contemporary Fiction,,13.0,3.3,25407.0
Star Trek II: The Wrath of Khan,79912963.0,96800000.0,,12000000.0,Jun 04 1982,PG,,Paramount Pictures,Based on TV,Adventure,Science Fiction,,,7.8,36131.0
Steal (Canadian Release),220944.0,220944.0,,15000000.0,Apr 25 2003,Not Rated,,,,,,,,,
The Sting,159616327.0,159616327.0,,5500000.0,Dec 25 1973,,,Universal,Original Screenplay,,Historical Fiction,George Roy Hill,91.0,8.4,65866.0
Stonewall,304602.0,304602.0,,2000000.0,Jul 26 1996,R,99.0,Strand,Based on Real Life Events,Drama,Dramatization,,,7.0,741.0
Star Trek V: The Final Frontier,52210049.0,70200000.0,,30000000.0,Jun 09 1989,,,Paramount Pictures,Based on TV,Action,Science Fiction,,,5.0,20600.0
Star Trek VI: The Undiscovered Country,74888996.0,96900000.0,,27000000.0,Dec 06 1991,,,Paramount Pictures,Based on TV,Action,Science Fiction,,,7.2,23546.0
Star Trek: Generations,75671262.0,120000000.0,,38000000.0,Nov 18 1994,PG,,Paramount Pictures,Based on TV,Adventure,Science Fiction,,,6.5,26465.0
Stripes,85300000.0,85300000.0,,10000000.0,Jun 26 1981,R,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Ivan Reitman,88.0,6.8,19618.0
Striptease,32773011.0,32773011.0,,50000000.0,Jun 28 1996,R,115.0,Sony Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Andrew Bergman,12.0,3.9,18012.0
Star Wars Ep. IV: A New Hope,460998007.0,797900000.0,11182540.0,11000000.0,May 25 1977,PG,,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,,,
Saints and Soldiers,1310470.0,1310470.0,,780000.0,Aug 06 2004,PG-13,90.0,Excel Entertainment,Based on Real Life Events,Drama,Dramatization,Ryan Little,,7.0,7581.0
Steppin: The Movie,0.0,0.0,,1000000.0,Dec 31 2007,,,Weinstein Co.,Original Screenplay,Comedy,Contemporary Fiction,,,3.3,108.0
Strangers on a Train,7000000.0,7000000.0,,1200000.0,Jul 03 1951,PG,,Warner Bros.,,,,Alfred Hitchcock,98.0,8.3,34284.0
Sugar Hill,18272447.0,18272447.0,,10000000.0,Feb 25 1994,R,,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,,22.0,5.3,1627.0
Stiff Upper Lips,69582.0,69582.0,,5700000.0,Aug 27 1999,,,Cowboy Pictures,,,,,29.0,6.1,543.0
Shichinin no samurai,271736.0,271736.0,,500000.0,Nov 19 1956,,,Cowboy Pictures,Original Screenplay,Action,Historical Fiction,Akira Kurosawa,,8.8,96698.0
Sweet Charity,8000000.0,8000000.0,,20000000.0,Dec 31 1968,,,,,,,Bob Fosse,,7.0,1691.0
Sands of Iwo Jima,7800000.0,7800000.0,,1000000.0,Dec 31 1948,,,,,,,,100.0,7.1,4160.0
The Spy Who Loved Me,46800000.0,185400000.0,,14000000.0,Jul 13 1977,,,MGM,Based on Book/Short Story,Action,Contemporary Fiction,,78.0,7.1,24938.0
The Swindle,245359.0,5045359.0,,10000000.0,Dec 25 1998,,,New Yorker,,Comedy,,,,5.2,1417.0
Swingers,4505922.0,6542637.0,,200000.0,Oct 18 1996,R,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Doug Liman,86.0,6.2,431.0
Snow White and the Seven Dwarfs,184925485.0,184925485.0,,1488000.0,Dec 21 2037,,,Walt Disney Pictures,Traditional/Legend/Fairytale,Musical,Fantasy,,97.0,7.8,38141.0
